asset_id,logical_name,physical_mapping_full_name,assignment_type,business_data_element_name
2148b797-872f-4ade-9d01-22f3199cff20,Account IBAN,Schema_dih > IPO_INS_POLCY_CMSN_TMP_AMI > AC_IBAN,supporting,Financial Statement: Loans & Advances Gross Carrying Amount
2148b797-872f-4ade-9d01-22f3199cff20,Account IBAN,Schema_dih > DGS_CRN_AC_INT_TO_BE_SETL_DS > AC_IBAN,supporting,Financial Statement: Loans & Advances Gross Carrying Amount
2148b797-872f-4ade-9d01-22f3199cff20,Account IBAN,Schema_bankanaly > IPO_INS_POLCY_CMSN_TMP_AMI > AC_IBAN,supporting,Financial Statement: Loans & Advances Gross Carrying Amount
2148b797-872f-4ade-9d01-22f3199cff20,Account IBAN,Schema_dgs > DGS_CRN_AC_INT_TO_BE_SETL_MS > AC_IBAN,supporting,Financial Statement: Loans & Advances Gross Carrying Amount
2148b797-872f-4ade-9d01-22f3199cff20,Account IBAN,Schema_tdf > IPO_INS_POLCY_CMSN_TMP_AMI > AC_IBAN,supporting,Financial Statement: Loans & Advances Gross Carrying Amount
2148b797-872f-4ade-9d01-22f3199cff20,Account IBAN,Schema_split > IPO_INS_POLCY_CMSN_TMP_AMI > AC_IBAN,supporting,Financial Statement: Loans & Advances Gross Carrying Amount
2148b797-872f-4ade-9d01-22f3199cff20,Account IBAN,Schema_tdf > CRN_BAL_PYMT_AC_DS > AC_IBAN,supporting,Financial Statement: Loans & Advances Gross Carrying Amount
2148b797-872f-4ade-9d01-22f3199cff20,Account IBAN,Schema_gfportal > CRN_BAL_PYMT_AC_DS > AC_IBAN,supporting,Financial Statement: Loans & Advances Gross Carrying Amount
2148b797-872f-4ade-9d01-22f3199cff20,Account IBAN,Schema_gfportal > IPO_INS_POLCY_CMSN_TMP_AMI > AC_IBAN,supporting,Financial Statement: Loans & Advances Gross Carrying Amount
2148b797-872f-4ade-9d01-22f3199cff20,Account IBAN,Schema_tdf > DGS_CRN_AC_INT_TO_BE_SETL_MS > AC_IBAN,supporting,Financial Statement: Loans & Advances Gross Carrying Amount
2148b797-872f-4ade-9d01-22f3199cff20,Account IBAN,Schema_OWNER_PUB > DGS_CRN___BES_DG_186F89E654324 > AC_IBAN,supporting,Financial Statement: Loans & Advances Gross Carrying Amount
8da37a9a-bbc2-414c-a91d-e3f384eba85b,Accounting Entry After Booking Currency Smallest Unit Balance,Schema_dbo > CRN_AC_BOOK_DI > ACG_ENTR_AF_BKG_CCY_SU_BAL,leading,Product Arrangement: Balance Amount
8da37a9a-bbc2-414c-a91d-e3f384eba85b,Accounting Entry After Booking Currency Smallest Unit Balance,HN_DRB_CRN_AC_BKG > ACG_ENTR_AF_BKG_CCY_SU_BAL,leading,Product Arrangement: Balance Amount DGS
d4fc65eb-d418-4b4f-a1ee-14ffb7a73dc8,Accounting Entry Currency Smallest Unit Amount,Schema_crgff > NSPP_PAYM_GL_AC_ENTR_DI > ACG_ENTR_CCY_SU_AMT,leading,Payment Transaction: Payment Transaction Amount
d4fc65eb-d418-4b4f-a1ee-14ffb7a73dc8,Accounting Entry Currency Smallest Unit Amount,Schema_dbo > ACG_ENTR_RPK_ACR_MI > ACG_ENTR_CCY_SU_AMT,leading,Payment Transaction: Payment Transaction Amount
d4fc65eb-d418-4b4f-a1ee-14ffb7a73dc8,Accounting Entry Currency Smallest Unit Amount,Schema_OWNER_PUB > RPK_SETL__BES_RP_1A5F8102846D9 > ACG_ENTR_CCY_SU_AMT,leading,Payment Transaction: Payment Transaction Amount
d4fc65eb-d418-4b4f-a1ee-14ffb7a73dc8,Accounting Entry Currency Smallest Unit Amount,Schema_dbo > INT_BTCH_GL_AC_ENTR_DI > ACG_ENTR_CCY_SU_AMT,leading,Payment Transaction: Payment Transaction Amount
d4fc65eb-d418-4b4f-a1ee-14ffb7a73dc8,Accounting Entry Currency Smallest Unit Amount,Schema_dbo > RPK_SETL_DI > ACG_ENTR_CCY_SU_AMT,leading,Payment Transaction: Payment Transaction Amount
d4fc65eb-d418-4b4f-a1ee-14ffb7a73dc8,Accounting Entry Currency Smallest Unit Amount,Schema_OWNER_PUB > CRN_AC_B__BES_CR_1ABC7E4FE64AD > ACG_ENTR_CCY_SU_AMT,leading,Payment Transaction: Payment Transaction Amount
d4fc65eb-d418-4b4f-a1ee-14ffb7a73dc8,Accounting Entry Currency Smallest Unit Amount,Schema_dbo > CRN_AC_BOOK_DI > ACG_ENTR_CCY_SU_AMT,leading,Payment Transaction: Payment Transaction Amount
d4fc65eb-d418-4b4f-a1ee-14ffb7a73dc8,Accounting Entry Currency Smallest Unit Amount,HN_DRB_CRN_AC_BKG > ACG_ENTR_CCY_SU_AMT,leading,Payment Transaction: Payment Transaction Amount
d4fc65eb-d418-4b4f-a1ee-14ffb7a73dc8,Accounting Entry Currency Smallest Unit Amount,Schema_OWNER_PUB > ACG_ENTR__BES_AC_1DB3C54FB4AAC > ACG_ENTR_CCY_SU_AMT,leading,Payment Transaction: Payment Transaction Amount
d4fc65eb-d418-4b4f-a1ee-14ffb7a73dc8,Accounting Entry Currency Smallest Unit Amount,Schema_OWNER_PUB > INT_BTCH__BES_IN_1A89A97C271 > ACG_ENTR_CCY_SU_AMT,leading,Payment Transaction: Payment Transaction Amount
d4fc65eb-d418-4b4f-a1ee-14ffb7a73dc8,Accounting Entry Currency Smallest Unit Amount,Schema_dih > ACG_ENTR_RPK_ACR_MI > ACG_ENTR_CCY_SU_AMT,leading,Payment Transaction: Payment Transaction Amount
d4fc65eb-d418-4b4f-a1ee-14ffb7a73dc8,Accounting Entry Currency Smallest Unit Amount,Schema_dih > CRN_AC_BOOK_DI > ACG_ENTR_CCY_SU_AMT,leading,Payment Transaction: Payment Transaction Amount
d4fc65eb-d418-4b4f-a1ee-14ffb7a73dc8,Accounting Entry Currency Smallest Unit Amount,Schema_bankanaly > NSPP_PAYM_GL_AC_ENTR_DI > ACG_ENTR_CCY_SU_AMT,leading,Payment Transaction: Payment Transaction Amount
d4fc65eb-d418-4b4f-a1ee-14ffb7a73dc8,Accounting Entry Currency Smallest Unit Amount,Schema_dih > RPK_SETL_DI > ACG_ENTR_CCY_SU_AMT,leading,Payment Transaction: Payment Transaction Amount
d4fc65eb-d418-4b4f-a1ee-14ffb7a73dc8,Accounting Entry Currency Smallest Unit Amount,Schema_bankanaly > INT_BTCH_GL_AC_ENTR_DI > ACG_ENTR_CCY_SU_AMT,leading,Payment Transaction: Payment Transaction Amount
d4fc65eb-d418-4b4f-a1ee-14ffb7a73dc8,Accounting Entry Currency Smallest Unit Amount,Schema_dwfr > RPK_SETL_DI > ACG_ENTR_CCY_SU_AMT,leading,Payment Transaction: Payment Transaction Amount
d4fc65eb-d418-4b4f-a1ee-14ffb7a73dc8,Accounting Entry Currency Smallest Unit Amount,Schema_dwfr > ACG_ENTR_RPK_ACR_MI > ACG_ENTR_CCY_SU_AMT,leading,Payment Transaction: Payment Transaction Amount
d4fc65eb-d418-4b4f-a1ee-14ffb7a73dc8,Accounting Entry Currency Smallest Unit Amount,Schema_bankanaly > ACG_ENTR_RPK_ACR_MI > ACG_ENTR_CCY_SU_AMT,leading,Payment Transaction: Payment Transaction Amount
d4fc65eb-d418-4b4f-a1ee-14ffb7a73dc8,Accounting Entry Currency Smallest Unit Amount,Schema_dih > INT_BTCH_GL_AC_ENTR_DI > ACG_ENTR_CCY_SU_AMT,leading,Payment Transaction: Payment Transaction Amount
d4fc65eb-d418-4b4f-a1ee-14ffb7a73dc8,Accounting Entry Currency Smallest Unit Amount,Schema_bankanaly > RPK_SETL_DI > ACG_ENTR_CCY_SU_AMT,leading,Payment Transaction: Payment Transaction Amount
d4fc65eb-d418-4b4f-a1ee-14ffb7a73dc8,Accounting Entry Currency Smallest Unit Amount,Schema_bankanaly > CRN_AC_BOOK_DI > ACG_ENTR_CCY_SU_AMT,leading,Payment Transaction: Payment Transaction Amount
d4fc65eb-d418-4b4f-a1ee-14ffb7a73dc8,Accounting Entry Currency Smallest Unit Amount,Schema_dwfr > CRN_AC_BOOK_DI > ACG_ENTR_CCY_SU_AMT,leading,Payment Transaction: Payment Transaction Amount
d4fc65eb-d418-4b4f-a1ee-14ffb7a73dc8,Accounting Entry Currency Smallest Unit Amount,Schema_tdm > CRN_AC_BOOK_DI > ACG_ENTR_CCY_SU_AMT,leading,Payment Transaction: Payment Transaction Amount
d4fc65eb-d418-4b4f-a1ee-14ffb7a73dc8,Accounting Entry Currency Smallest Unit Amount,Schema_split > INT_BTCH_GL_AC_ENTR_DI > ACG_ENTR_CCY_SU_AMT,leading,Payment Transaction: Payment Transaction Amount
d4fc65eb-d418-4b4f-a1ee-14ffb7a73dc8,Accounting Entry Currency Smallest Unit Amount,Schema_gfs > RPK_SETL_DI > ACG_ENTR_CCY_SU_AMT,leading,Payment Transaction: Payment Transaction Amount
d4fc65eb-d418-4b4f-a1ee-14ffb7a73dc8,Accounting Entry Currency Smallest Unit Amount,Schema_idq > INT_BTCH_GL_AC_ENTR_DI > ACG_ENTR_CCY_SU_AMT,leading,Payment Transaction: Payment Transaction Amount
d4fc65eb-d418-4b4f-a1ee-14ffb7a73dc8,Accounting Entry Currency Smallest Unit Amount,Schema_tdf > RPK_SETL_DI > ACG_ENTR_CCY_SU_AMT,leading,Payment Transaction: Payment Transaction Amount
d4fc65eb-d418-4b4f-a1ee-14ffb7a73dc8,Accounting Entry Currency Smallest Unit Amount,Schema_split > NSPP_PAYM_GL_AC_ENTR_DI > ACG_ENTR_CCY_SU_AMT,leading,Payment Transaction: Payment Transaction Amount
d4fc65eb-d418-4b4f-a1ee-14ffb7a73dc8,Accounting Entry Currency Smallest Unit Amount,Schema_tdm > ACG_ENTR_RPK_ACR_MI > ACG_ENTR_CCY_SU_AMT,leading,Payment Transaction: Payment Transaction Amount
d4fc65eb-d418-4b4f-a1ee-14ffb7a73dc8,Accounting Entry Currency Smallest Unit Amount,Schema_gfs > INT_BTCH_GL_AC_ENTR_DI > ACG_ENTR_CCY_SU_AMT,leading,Payment Transaction: Payment Transaction Amount
d4fc65eb-d418-4b4f-a1ee-14ffb7a73dc8,Accounting Entry Currency Smallest Unit Amount,Schema_gfsaeg > INT_BTCH_GL_AC_ENTR_DI > ACG_ENTR_CCY_SU_AMT,leading,Payment Transaction: Payment Transaction Amount
d4fc65eb-d418-4b4f-a1ee-14ffb7a73dc8,Accounting Entry Currency Smallest Unit Amount,Schema_gfs > CRN_AC_BOOK_DI > ACG_ENTR_CCY_SU_AMT,leading,Payment Transaction: Payment Transaction Amount
d4fc65eb-d418-4b4f-a1ee-14ffb7a73dc8,Accounting Entry Currency Smallest Unit Amount,Schema_tdf > NSPP_PAYM_GL_AC_ENTR_DI > ACG_ENTR_CCY_SU_AMT,leading,Payment Transaction: Payment Transaction Amount
d4fc65eb-d418-4b4f-a1ee-14ffb7a73dc8,Accounting Entry Currency Smallest Unit Amount,Schema_gfs > NSPP_PAYM_GL_AC_ENTR_DI > ACG_ENTR_CCY_SU_AMT,leading,Payment Transaction: Payment Transaction Amount
d4fc65eb-d418-4b4f-a1ee-14ffb7a73dc8,Accounting Entry Currency Smallest Unit Amount,Schema_gfsaeg > NSPP_PAYM_GL_AC_ENTR_DI > ACG_ENTR_CCY_SU_AMT,leading,Payment Transaction: Payment Transaction Amount
d4fc65eb-d418-4b4f-a1ee-14ffb7a73dc8,Accounting Entry Currency Smallest Unit Amount,Schema_split > RPK_SETL_DI > ACG_ENTR_CCY_SU_AMT,leading,Payment Transaction: Payment Transaction Amount
d4fc65eb-d418-4b4f-a1ee-14ffb7a73dc8,Accounting Entry Currency Smallest Unit Amount,Schema_idq > ACG_ENTR_RPK_ACR_MI > ACG_ENTR_CCY_SU_AMT,leading,Payment Transaction: Payment Transaction Amount
d4fc65eb-d418-4b4f-a1ee-14ffb7a73dc8,Accounting Entry Currency Smallest Unit Amount,Schema_gfs > ACG_ENTR_RPK_ACR_MI > ACG_ENTR_CCY_SU_AMT,leading,Payment Transaction: Payment Transaction Amount
d4fc65eb-d418-4b4f-a1ee-14ffb7a73dc8,Accounting Entry Currency Smallest Unit Amount,Schema_split > ACG_ENTR_RPK_ACR_MI > ACG_ENTR_CCY_SU_AMT,leading,Payment Transaction: Payment Transaction Amount
d4fc65eb-d418-4b4f-a1ee-14ffb7a73dc8,Accounting Entry Currency Smallest Unit Amount,Schema_tdm > RPK_SETL_DI > ACG_ENTR_CCY_SU_AMT,leading,Payment Transaction: Payment Transaction Amount
d4fc65eb-d418-4b4f-a1ee-14ffb7a73dc8,Accounting Entry Currency Smallest Unit Amount,Schema_gfportal > RPK_SETL_DI > ACG_ENTR_CCY_SU_AMT,leading,Payment Transaction: Payment Transaction Amount
d4fc65eb-d418-4b4f-a1ee-14ffb7a73dc8,Accounting Entry Currency Smallest Unit Amount,Schema_gfportal > ACG_ENTR_RPK_ACR_MI > ACG_ENTR_CCY_SU_AMT,leading,Payment Transaction: Payment Transaction Amount
d4fc65eb-d418-4b4f-a1ee-14ffb7a73dc8,Accounting Entry Currency Smallest Unit Amount,Schema_tdf > ACG_ENTR_RPK_ACR_MI > ACG_ENTR_CCY_SU_AMT,leading,Payment Transaction: Payment Transaction Amount
d4fc65eb-d418-4b4f-a1ee-14ffb7a73dc8,Accounting Entry Currency Smallest Unit Amount,Schema_tdf > INT_BTCH_GL_AC_ENTR_DI > ACG_ENTR_CCY_SU_AMT,leading,Payment Transaction: Payment Transaction Amount
d4fc65eb-d418-4b4f-a1ee-14ffb7a73dc8,Accounting Entry Currency Smallest Unit Amount,Schema_fa4u > INT_BTCH_GL_AC_ENTR_DI > ACG_ENTR_CCY_SU_AMT,leading,Payment Transaction: Payment Transaction Amount
d4fc65eb-d418-4b4f-a1ee-14ffb7a73dc8,Accounting Entry Currency Smallest Unit Amount,Schema_tdf > CRN_AC_BOOK_DI > ACG_ENTR_CCY_SU_AMT,leading,Payment Transaction: Payment Transaction Amount
d4fc65eb-d418-4b4f-a1ee-14ffb7a73dc8,Accounting Entry Currency Smallest Unit Amount,Schema_gfportal > CRN_AC_BOOK_DI > ACG_ENTR_CCY_SU_AMT,leading,Payment Transaction: Payment Transaction Amount
d4fc65eb-d418-4b4f-a1ee-14ffb7a73dc8,Accounting Entry Currency Smallest Unit Amount,HN_DRB_RPK_ACR_ACG_ENTR > ACG_ENTR_AMT,leading,Payment Transaction: Payment Transaction Amount
db00a698-231a-49e8-9674-235f8a4ba27b,Accounting Entry Detailed Transaction Type Code,Schema_dbo > ACG_ENTR_RPK_ACR_MI > ACG_ENTR_DTL_TXN_TP_CODE,leading,Payment Transaction: Payment Transaction Type
db00a698-231a-49e8-9674-235f8a4ba27b,Accounting Entry Detailed Transaction Type Code,Schema_dbo > CRN_AC_BOOK_DI > ACG_ENTR_DTL_TXN_TP_CODE,leading,Payment Transaction: Payment Transaction Type
db00a698-231a-49e8-9674-235f8a4ba27b,Accounting Entry Detailed Transaction Type Code,Schema_dbo > RPK_SETL_DI > ACG_ENTR_DTL_TXN_TP_CODE,leading,Payment Transaction: Payment Transaction Type
db00a698-231a-49e8-9674-235f8a4ba27b,Accounting Entry Detailed Transaction Type Code,HN_DRB_RPK_ACR_ACG_ENTR > ACG_ENTR_DTL_TXN_TP_CODE,leading,Payment Transaction: Payment Transaction Type
db00a698-231a-49e8-9674-235f8a4ba27b,Accounting Entry Detailed Transaction Type Code,Schema_bankanaly > ACG_ENTR_RPK_ACR_MI > ACG_ENTR_DTL_TXN_TP_CODE,leading,Payment Transaction: Payment Transaction Type
db00a698-231a-49e8-9674-235f8a4ba27b,Accounting Entry Detailed Transaction Type Code,Schema_bankanaly > CRN_AC_BOOK_DI > ACG_ENTR_DTL_TXN_TP_CODE,leading,Payment Transaction: Payment Transaction Type
db00a698-231a-49e8-9674-235f8a4ba27b,Accounting Entry Detailed Transaction Type Code,Schema_dih > ACG_ENTR_RPK_ACR_MI > ACG_ENTR_DTL_TXN_TP_CODE,leading,Payment Transaction: Payment Transaction Type
db00a698-231a-49e8-9674-235f8a4ba27b,Accounting Entry Detailed Transaction Type Code,Schema_dwfr > ACG_ENTR_RPK_ACR_MI > ACG_ENTR_DTL_TXN_TP_CODE,leading,Payment Transaction: Payment Transaction Type
db00a698-231a-49e8-9674-235f8a4ba27b,Accounting Entry Detailed Transaction Type Code,Schema_bankanaly > RPK_SETL_DI > ACG_ENTR_DTL_TXN_TP_CODE,leading,Payment Transaction: Payment Transaction Type
db00a698-231a-49e8-9674-235f8a4ba27b,Accounting Entry Detailed Transaction Type Code,Schema_dih > CRN_AC_BOOK_DI > ACG_ENTR_DTL_TXN_TP_CODE,leading,Payment Transaction: Payment Transaction Type
db00a698-231a-49e8-9674-235f8a4ba27b,Accounting Entry Detailed Transaction Type Code,Schema_dih > RPK_SETL_DI > ACG_ENTR_DTL_TXN_TP_CODE,leading,Payment Transaction: Payment Transaction Type
db00a698-231a-49e8-9674-235f8a4ba27b,Accounting Entry Detailed Transaction Type Code,Schema_dwfr > CRN_AC_BOOK_DI > ACG_ENTR_DTL_TXN_TP_CODE,leading,Payment Transaction: Payment Transaction Type
db00a698-231a-49e8-9674-235f8a4ba27b,Accounting Entry Detailed Transaction Type Code,Schema_dwfr > RPK_SETL_DI > ACG_ENTR_DTL_TXN_TP_CODE,leading,Payment Transaction: Payment Transaction Type
db00a698-231a-49e8-9674-235f8a4ba27b,Accounting Entry Detailed Transaction Type Code,Schema_gfportal > ACG_ENTR_RPK_ACR_MI > ACG_ENTR_DTL_TXN_TP_CODE,leading,Payment Transaction: Payment Transaction Type
db00a698-231a-49e8-9674-235f8a4ba27b,Accounting Entry Detailed Transaction Type Code,Schema_tdf > RPK_SETL_DI > ACG_ENTR_DTL_TXN_TP_CODE,leading,Payment Transaction: Payment Transaction Type
db00a698-231a-49e8-9674-235f8a4ba27b,Accounting Entry Detailed Transaction Type Code,Schema_gfportal > RPK_SETL_DI > ACG_ENTR_DTL_TXN_TP_CODE,leading,Payment Transaction: Payment Transaction Type
db00a698-231a-49e8-9674-235f8a4ba27b,Accounting Entry Detailed Transaction Type Code,Schema_gfs > RPK_SETL_DI > ACG_ENTR_DTL_TXN_TP_CODE,leading,Payment Transaction: Payment Transaction Type
db00a698-231a-49e8-9674-235f8a4ba27b,Accounting Entry Detailed Transaction Type Code,Schema_split > ACG_ENTR_RPK_ACR_MI > ACG_ENTR_DTL_TXN_TP_CODE,leading,Payment Transaction: Payment Transaction Type
db00a698-231a-49e8-9674-235f8a4ba27b,Accounting Entry Detailed Transaction Type Code,Schema_tdm > CRN_AC_BOOK_DI > ACG_ENTR_DTL_TXN_TP_CODE,leading,Payment Transaction: Payment Transaction Type
db00a698-231a-49e8-9674-235f8a4ba27b,Accounting Entry Detailed Transaction Type Code,Schema_tdf > CRN_AC_BOOK_DI > ACG_ENTR_DTL_TXN_TP_CODE,leading,Payment Transaction: Payment Transaction Type
db00a698-231a-49e8-9674-235f8a4ba27b,Accounting Entry Detailed Transaction Type Code,Schema_idq > ACG_ENTR_RPK_ACR_MI > ACG_ENTR_DTL_TXN_TP_CODE,leading,Payment Transaction: Payment Transaction Type
db00a698-231a-49e8-9674-235f8a4ba27b,Accounting Entry Detailed Transaction Type Code,Schema_tdm > RPK_SETL_DI > ACG_ENTR_DTL_TXN_TP_CODE,leading,Payment Transaction: Payment Transaction Type
db00a698-231a-49e8-9674-235f8a4ba27b,Accounting Entry Detailed Transaction Type Code,Schema_split > RPK_SETL_DI > ACG_ENTR_DTL_TXN_TP_CODE,leading,Payment Transaction: Payment Transaction Type
db00a698-231a-49e8-9674-235f8a4ba27b,Accounting Entry Detailed Transaction Type Code,Schema_gfs > ACG_ENTR_RPK_ACR_MI > ACG_ENTR_DTL_TXN_TP_CODE,leading,Payment Transaction: Payment Transaction Type
db00a698-231a-49e8-9674-235f8a4ba27b,Accounting Entry Detailed Transaction Type Code,Schema_gfportal > CRN_AC_BOOK_DI > ACG_ENTR_DTL_TXN_TP_CODE,leading,Payment Transaction: Payment Transaction Type
db00a698-231a-49e8-9674-235f8a4ba27b,Accounting Entry Detailed Transaction Type Code,Schema_tdm > ACG_ENTR_RPK_ACR_MI > ACG_ENTR_DTL_TXN_TP_CODE,leading,Payment Transaction: Payment Transaction Type
db00a698-231a-49e8-9674-235f8a4ba27b,Accounting Entry Detailed Transaction Type Code,Schema_gfs > CRN_AC_BOOK_DI > ACG_ENTR_DTL_TXN_TP_CODE,leading,Payment Transaction: Payment Transaction Type
db00a698-231a-49e8-9674-235f8a4ba27b,Accounting Entry Detailed Transaction Type Code,Schema_tdf > ACG_ENTR_RPK_ACR_MI > ACG_ENTR_DTL_TXN_TP_CODE,leading,Payment Transaction: Payment Transaction Type
db00a698-231a-49e8-9674-235f8a4ba27b,Accounting Entry Detailed Transaction Type Code,HN_DRB_RPK_ACR_ACG_ENTR > RPK_ACR_ACG_ENTR_BK,leading,Payment Transaction: Payment Transaction Type
db00a698-231a-49e8-9674-235f8a4ba27b,Accounting Entry Detailed Transaction Type Code,HN_DRB_CRN_AC_BKG > ACG_ENTR_DTL_TXN_TP_CODE,leading,Payment Transaction: Payment Transaction Type
fb81c634-7856-48ef-92ec-13aed58ac047,Accounting Entry Payment Account Currency Code,Schema_dbo > INT_BTCH_GL_AC_ENTR_DI > ACG_ENTR_PYMT_AC_CCY_CODE,supporting,Payment Transaction: Payment Transaction Identifier
fb81c634-7856-48ef-92ec-13aed58ac047,Accounting Entry Payment Account Currency Code,Schema_dbo > CRN_AC_BOOK_DI > ACG_ENTR_PYMT_AC_CCY_CODE,supporting,Payment Transaction: Product Arrangement Identifier
bbe84d82-e12c-44bc-964d-b6d7ffaff86d,Accounting Entry Payment Account IBAN,Schema_dbo > CRN_AC_BOOK_DI > ACG_ENTR_PYMT_AC_IBAN,supporting,Payment Transaction: Product Arrangement Identifier
bbe84d82-e12c-44bc-964d-b6d7ffaff86d,Accounting Entry Payment Account IBAN,HN_DRB_CRN_AC_BKG > ACG_ENTR_PYMT_AC_IBAN,supporting,Payment Transaction: Payment Transaction Identifier
df7b6156-869c-47cb-861a-2c9b7b8493a4,Accounting Entry Sequence Number,Schema_dbo > CRN_AC_BOOK_DI > ACG_ENTR_SEQ_NO,supporting,Payment Transaction: Payment Transaction Identifier
df7b6156-869c-47cb-861a-2c9b7b8493a4,Accounting Entry Sequence Number,Schema_OWNER_PUB > CRN_AC_B__BES_CR_1ABC7E4FE64AD > ACG_ENTR_SEQ_NO,supporting,Payment Transaction: Payment Transaction Identifier
df7b6156-869c-47cb-861a-2c9b7b8493a4,Accounting Entry Sequence Number,HN_DRB_CRN_AC_BKG > ACG_ENTR_SEQ_NO,supporting,Payment Transaction: Payment Transaction Identifier
df7b6156-869c-47cb-861a-2c9b7b8493a4,Accounting Entry Sequence Number,Schema_OWNER_PUB > CRN_AC_B__BES_CR_14F03A6F5D3E6 > ACG_ENTR_SEQ_NO,supporting,Payment Transaction: Payment Transaction Identifier
df7b6156-869c-47cb-861a-2c9b7b8493a4,Accounting Entry Sequence Number,Schema_bankanaly > CRN_AC_BOOK_DI > ACG_ENTR_SEQ_NO,supporting,Payment Transaction: Payment Transaction Identifier
df7b6156-869c-47cb-861a-2c9b7b8493a4,Accounting Entry Sequence Number,Schema_dih > CRN_AC_BOOK_DI > ACG_ENTR_SEQ_NO,supporting,Payment Transaction: Payment Transaction Identifier
df7b6156-869c-47cb-861a-2c9b7b8493a4,Accounting Entry Sequence Number,Schema_dwfr > CRN_AC_BOOK_DI > ACG_ENTR_SEQ_NO,supporting,Payment Transaction: Payment Transaction Identifier
df7b6156-869c-47cb-861a-2c9b7b8493a4,Accounting Entry Sequence Number,Schema_gfportal > CRN_AC_BOOK_DI > ACG_ENTR_SEQ_NO,supporting,Payment Transaction: Payment Transaction Identifier
df7b6156-869c-47cb-861a-2c9b7b8493a4,Accounting Entry Sequence Number,Schema_gfs > CRN_AC_BOOK_DI > ACG_ENTR_SEQ_NO,supporting,Payment Transaction: Payment Transaction Identifier
df7b6156-869c-47cb-861a-2c9b7b8493a4,Accounting Entry Sequence Number,Schema_tdf > CRN_AC_BOOK_DI > ACG_ENTR_SEQ_NO,supporting,Payment Transaction: Payment Transaction Identifier
df7b6156-869c-47cb-861a-2c9b7b8493a4,Accounting Entry Sequence Number,Schema_tdm > CRN_AC_BOOK_DI > ACG_ENTR_SEQ_NO,supporting,Payment Transaction: Payment Transaction Identifier
df7b6156-869c-47cb-861a-2c9b7b8493a4,Accounting Entry Sequence Number,,supporting,Payment Transaction: Payment Transaction Identifier
df7b6156-869c-47cb-861a-2c9b7b8493a4,Accounting Entry Sequence Number,,supporting,Payment Transaction: Payment Transaction Identifier
df7b6156-869c-47cb-861a-2c9b7b8493a4,Accounting Entry Sequence Number,,supporting,Payment Transaction: Payment Transaction Identifier
df7b6156-869c-47cb-861a-2c9b7b8493a4,Accounting Entry Sequence Number,,supporting,Payment Transaction: Payment Transaction Identifier
df7b6156-869c-47cb-861a-2c9b7b8493a4,Accounting Entry Sequence Number,,supporting,Payment Transaction: Payment Transaction Identifier
df7b6156-869c-47cb-861a-2c9b7b8493a4,Accounting Entry Sequence Number,,supporting,Payment Transaction: Payment Transaction Identifier
df7b6156-869c-47cb-861a-2c9b7b8493a4,Accounting Entry Sequence Number,,supporting,Payment Transaction: Payment Transaction Identifier
