"attr-24","discount_amount","decimal",true,"",false,"dov-7"
"attr-25","shipping_cost","decimal",true,"",false,"dov-7"
"attr-26","delivery_date","date",true,"",false,"dov-7"
"attr-27","transaction_id","string",false,"uuid",false,"dov-8"
"attr-28","order_id","string",false,"uuid",false,"dov-8"
"attr-29","amount","decimal",false,"",false,"dov-8"
"attr-30","currency","string",false,"",false,"dov-8"
"attr-31","payment_method","string",false,"",false,"dov-8"
"attr-32","status","string",false,"",false,"dov-8"
"attr-33","timestamp","timestamp",false,"",false,"dov-8"
"attr-34","fee_amount","decimal",true,"",false,"dov-9"
"attr-35","settlement_date","date",true,"",false,"dov-9"
"attr-36","gateway_reference","string",true,"",false,"dov-9"
"attr-37","product_id","string",false,"uuid",false,"dov-10"
"attr-38","sku","string",false,"",false,"dov-10"
"attr-39","name","string",false,"",false,"dov-10"
"attr-40","description","string",true,"",false,"dov-10"
"attr-41","price","decimal",false,"",false,"dov-10"
"attr-42","currency","string",false,"",false,"dov-10"
"attr-43","category_id","string",true,"",false,"dov-11"
"attr-44","is_active","boolean",false,"",false,"dov-11"
"attr-45","stock_quantity","number",true,"",false,"dov-11"
"attr-46","inventory_id","string",false,"uuid",false,"dov-12"
"attr-47","product_id","string",false,"uuid",false,"dov-12"
"attr-48","warehouse_id","string",false,"",false,"dov-12"
"attr-49","quantity_on_hand","number",false,"",false,"dov-12"
"attr-50","reorder_level","number",false,"",false,"dov-12"
"attr-51","last_stock_check","timestamp",true,"",false,"dov-12"
"attr-52","date_id","number",false,"",false,"dov-13"
"attr-53","date","date",false,"",false,"dov-13"
"attr-54","year","number",false,"",false,"dov-13"
"attr-55","month","number",false,"",false,"dov-13"
"attr-56","day_of_month","number",false,"",false,"dov-13"
"attr-57","quarter","number",false,"",false,"dov-13"
"attr-58","week_of_year","number",false,"",false,"dov-13"
"attr-59","sales_id","string",false,"uuid",false,"dov-14"
"attr-60","date_id","number",false,"",false,"dov-14"
"attr-61","customer_id","string",false,"",false,"dov-14"
"attr-62","product_id","string",false,"",false,"dov-14"
"attr-63","quantity","number",false,"",false,"dov-14"
"attr-64","unit_price","decimal",false,"",false,"dov-14"
"attr-65","total_amount","decimal",false,"",false,"dov-14"
"attr-66","discount_percent","decimal",true,"",false,"dov-15"
"attr-67","tax_amount","decimal",true,"",false,"dov-15"
"attr-68","region","string",true,"",false,"dov-15"
"attr-69","event_id","string",false,"uuid",false,"dov-16"
"attr-70","user_id","string",false,"",false,"dov-16"
"attr-71","page_url","string",false,"",false,"dov-16"
"attr-72","timestamp","timestamp",false,"",false,"dov-16"
"attr-73","session_id","string",false,"",false,"dov-16"
"attr-74","page_title","string",true,"",false,"dov-17"
"attr-75","referrer_url","string",true,"",false,"dov-17"
"attr-76","device_type","string",true,"",false,"dov-17"
"attr-77","browser","string",true,"",false,"dov-17"
"attr-78","event_id","string",false,"uuid",false,"dov-18"
"attr-79","session_id","string",false,"",false,"dov-18"
"attr-80","user_id","string",false,"",false,"dov-18"
"attr-81","element_id","string",false,"",false,"dov-18"
"attr-82","element_text","string",true,"",false,"dov-18"
"attr-83","timestamp","timestamp",false,"",false,"dov-18"
"attr-84","country_id","string",false,"uuid",false,"dov-19"
"attr-85","iso_code","string",false,"",false,"dov-19"
"attr-86","iso_numeric","number",false,"",false,"dov-19"
"attr-101","ticket_id","string",false,"uuid",false,"dov-28"
"attr-102","customer_id","string",false,"uuid",false,"dov-28"
"attr-103","subject","string",false,"",false,"dov-28"
"attr-104","description","string",true,"",false,"dov-28"
"attr-105","priority","string",false,"",false,"dov-28"
"attr-106","status","string",false,"",false,"dov-28"
"attr-107","created_at","timestamp",false,"",false,"dov-28"
"attr-108","resolved_at","timestamp",true,"",false,"dov-28"
"attr-109","agent_id","string",false,"uuid",false,"dov-29"
"attr-110","agent_name","string",false,"",false,"dov-29"
"attr-111","email","string",false,"email",false,"dov-29"
"attr-112","department","string",false,"",false,"dov-29"
"attr-113","is_available","boolean",false,"",false,"dov-29"
"attr-114","assigned_tickets","number",false,"",false,"dov-29"
"attr-115","campaign_id","string",false,"uuid",false,"dov-30"
"attr-116","campaign_name","string",false,"",false,"dov-30"
"attr-117","campaign_type","string",false,"",false,"dov-30"
"attr-118","target_audience","string",true,"",false,"dov-30"
"attr-119","start_date","date",false,"",false,"dov-30"
"attr-120","end_date","date",true,"",false,"dov-30"
"attr-121","budget_amount","decimal",false,"",false,"dov-30"
"attr-122","record_id","string",false,"uuid",false,"dov-31"
"attr-123","record_type","string",false,"",false,"dov-31"
"attr-124","entity_id","string",false,"",false,"dov-31"
"attr-125","regulation","string",false,"",false,"dov-31"
"attr-126","compliance_status","string",false,"",false,"dov-31"
"attr-127","reviewed_by","string",true,"",false,"dov-31"
"attr-128","review_date","date",true,"",false,"dov-31"
"attr-130","last_audit","timestamp",true,"",false,"dov-31"
"attr-131","preferred_contact","string",true,"",false,"dov-23"
"attr-132","last_contacted","timestamp",true,"",false,"dov-23"
"attr-133","contact_frequency","string",true,"",false,"dov-23"
"attr-134","inventory_id","string",false,"uuid",false,"dov-24"
"attr-135","warehouse_location","string",true,"",false,"dov-24"
"attr-136","last_restocked","timestamp",true,"",false,"dov-24"
"attr-137","restock_status","string",true,"",false,"dov-24"
"attr-138","fiscal_year","number",false,"",false,"dov-25"
"attr-139","day_of_week","string",false,"",false,"dov-25"
"attr-140","is_holiday","boolean",false,"",false,"dov-25"
"attr-141","continent","string",true,"",false,"dov-26"
"attr-142","region_code","string",true,"",false,"dov-26"
"attr-143","decimal_places","number",false,"",false,"dov-27"
"attr-144","minor_unit_symbol","string",true,"",false,"dov-27"
"attr-145","iso_numeric_code","string",false,"",false,"dov-27"
