id,data_object_id,version,timestamp,record_count,size_bytes,status,attributes_count,data_object_version_id,layer,delivery_location
019e0488-9a53-72c3-bfde-b5e0a931161f,019e0488-9a53-75c0-8f05-efaf34cfd592,1,2026-02-20T14:00:00Z,3200,1250000,completed,7,019e0488-9a53-7d56-bb46-0c8c98d2b7d2,standardized,analytics/Campaign/v1/LOAD_DTS=20260220T140000000Z
019e0488-9a53-74ff-9779-b5db41dcc809,019e0488-9a53-75c0-8f05-efaf34cfd592,1,2026-02-19T14:00:00Z,3150,1200000,completed,7,019e0488-9a53-7d56-bb46-0c8c98d2b7d2,standardized,analytics/Campaign/v1/LOAD_DTS=20260219T140000000Z
019e0488-9a53-7c40-9721-a4ae37af8412,019e0488-9a53-7d9c-a5bf-8c653380ed37,1,2026-02-20T15:15:00Z,18500,5600000,completed,8,019e0488-9a53-736e-97d2-d2b0d1991737,standardized,analytics/RegulatoryRecord/v1/LOAD_DTS=20260220T151500000Z
019e0488-9a53-7985-a975-110377441d27,019e0488-9a53-7d9c-a5bf-8c653380ed37,1,2026-02-19T15:15:00Z,18200,5400000,completed,8,019e0488-9a53-736e-97d2-d2b0d1991737,standardized,analytics/RegulatoryRecord/v1/LOAD_DTS=20260219T151500000Z
019e0488-9a53-765a-afe8-73e4a1585acc,019e0488-9a53-7c72-af10-87d726eef784,3,2026-02-21T08:30:00Z,146200,46100000,completed,10,019e0488-9a53-7a7f-8cde-a785bd046bc9,standardized,analytics/Customer/v3/LOAD_DTS=20260221T083000000Z
019e0488-9a53-751c-9c6d-9f8caa2dcdb0,019e0488-9a53-7a36-bc19-d93e75ef1e05,2,2026-02-21T12:00:00Z,34500,98200000,completed,9,019e0488-9a53-7f31-9445-917a81329425,standardized,analytics/Order/v2/LOAD_DTS=20260221T120000000Z
019e0488-9a53-7223-bad8-92536768b2dc,019e0488-9a53-785b-990e-2f4738a0f9eb,2,2026-02-21T14:45:00Z,21000,460000000,completed,10,019e0488-9a53-76be-ab52-240e4250f6a4,standardized,analytics/Transaction/v2/LOAD_DTS=20260221T144500000Z
019e0488-9a53-7936-877f-3a2c18598ce4,019e0488-9a53-7c72-af10-87d726eef784,3,2026-02-22T08:30:00Z,14902,46500000,completed,10,019e0488-9a53-7a7f-8cde-a785bd046bc9,standardized,analytics/Customer/v3/LOAD_DTS=20260222T083000000Z
019e0488-9a53-7d9d-b003-e64dcd2ad8be,019e0488-9a53-7203-b971-1ca3f76a4c1f,3,2026-02-22T10:30:00Z,93504,26200000,completed,9,019e0488-9a53-7825-811b-761e3e99314c,standardized,analytics/Contact/v3/LOAD_DTS=20260222T103000000Z
019e0488-9a53-78de-93ea-bb14dfab6c23,019e0488-9a53-785b-990e-2f4738a0f9eb,2,2026-02-22T12:00:00Z,22053,468000000,completed,10,019e0488-9a53-76be-ab52-240e4250f6a4,standardized,analytics/Transaction/v2/LOAD_DTS=20260222T120000000Z
019e0488-9a53-7bd5-aa72-4a71a428a778,019e0488-9a53-7c5b-be3e-ae7933c031cf,2,2026-02-22T14:15:00Z,73021,21900000,completed,8,019e0488-9a53-7dbb-acde-8d30e45fd2fb,standardized,analytics/Inventory/v2/LOAD_DTS=20260222T141500000Z
019e0488-9a53-7048-9b6b-ab3002a24e30,019e0488-9a53-785b-990e-2f4738a0f9eb,3,2026-04-18T14:45:00Z,22400,472000000,completed,10,019e0488-9a53-77fa-9a22-cff40798361e,standardized,analytics/Transaction/v3/LOAD_DTS=20260418T144500000Z
