"id","rule_id","version_number","created_at","created_by","change_type","change_description","name","description","expression","dimension","active","is_template","template_id","tags","marked_for_rollback","validation_status","validated_at","validated_by","dsl","taxonomy","data_steward","domain_owner","technical_owner"
"019e0488-9a55-71a8-baba-3c53c9cf7a8c","019e0488-9a55-78b1-ae57-dee1314d3f18","1","2026-03-01T10:08:00Z","data-steward-user","created","Initial version from CSV seed","seed-rule-9","Seed version snapshot","seed_expression_9","Validity","false","false","","rule_versions/019e0488-9a55-71a8-baba-3c53c9cf7a8c/tags.json","false","","","","rule_versions/019e0488-9a55-71a8-baba-3c53c9cf7a8c/dsl.json","","data-steward-user","retail-admin@jaccloud.nl","dq-admin@jaccloud.nl"
"019e0488-9a55-7a4d-ae2c-d9d3ddfcf37c","019e0488-9a55-72e9-b21a-e9714c3c4a1f","1","2026-03-01T10:09:00Z","data-steward-user","created","Initial version from CSV seed","seed-rule-10","Seed version snapshot","seed_expression_10","Completeness","false","false","","rule_versions/019e0488-9a55-7a4d-ae2c-d9d3ddfcf37c/tags.json","false","","","","rule_versions/019e0488-9a55-7a4d-ae2c-d9d3ddfcf37c/dsl.json","","data-steward-user","retail-admin@jaccloud.nl","dq-admin@jaccloud.nl"
"019e0488-9a55-74d5-b4af-3114a46953ec","019e0488-9a55-739c-82db-0b6cba193285","1","2026-03-01T10:10:00Z","data-steward-user","created","Initial version from CSV seed","seed-rule-26","Seed version snapshot","seed_expression_26","Validity","true","false","","rule_versions/019e0488-9a55-74d5-b4af-3114a46953ec/tags.json","false","validated","2026-03-07T10:00:00Z","data-steward-user","rule_versions/019e0488-9a55-74d5-b4af-3114a46953ec/dsl.json","","data-steward-user","retail-admin@jaccloud.nl","dq-admin@jaccloud.nl"
"019e0488-9a55-7d95-82e9-b877202207c9","019e0488-9a55-7773-aaae-6b7c159526ef","1","2026-03-01T10:11:00Z","data-steward-user","created","Initial version from CSV seed","seed-rule-27","Seed version snapshot","seed_expression_27","Validity","true","false","","rule_versions/019e0488-9a55-7d95-82e9-b877202207c9/tags.json","false","validated","2026-03-07T10:10:00Z","data-steward-user","rule_versions/019e0488-9a55-7d95-82e9-b877202207c9/dsl.json","","data-steward-user","retail-admin@jaccloud.nl","dq-admin@jaccloud.nl"
"019e0488-9a55-728f-a0b8-0e39a13e2e8a","019e0488-9a55-7782-8a29-d7cc7c7b8d8a","1","2026-03-01T10:12:00Z","data-steward-user","created","Initial version from CSV seed","seed-rule-28","Seed version snapshot","seed_expression_28","Validity","true","false","","rule_versions/019e0488-9a55-728f-a0b8-0e39a13e2e8a/tags.json","false","validated","2026-03-05T10:12:00Z","data-steward-user","rule_versions/019e0488-9a55-728f-a0b8-0e39a13e2e8a/dsl.json","","data-steward-user","retail-admin@jaccloud.nl","dq-admin@jaccloud.nl"
"019e0488-9a55-7b29-92b5-340b41cce61c","019e0488-9a55-7696-8c22-7e3c2b3a6891","1","2026-03-01T10:13:00Z","data-steward-user","created","Initial version from CSV seed","seed-rule-29","Seed version snapshot","seed_expression_29","Accuracy","true","false","","rule_versions/019e0488-9a55-7b29-92b5-340b41cce61c/tags.json","false","validated","2026-03-05T10:13:00Z","data-steward-user","rule_versions/019e0488-9a55-7b29-92b5-340b41cce61c/dsl.json","","data-steward-user","retail-admin@jaccloud.nl","dq-admin@jaccloud.nl"
"019e0488-9a55-71ce-bff5-ad9aa39c268b","019e0488-9a55-7eed-a1f1-09cb0a870448","1","2026-03-01T10:14:00Z","data-steward-user","created","Initial version from CSV seed","seed-rule-30","Seed version snapshot","seed_expression_30","Consistency","false","false","","rule_versions/019e0488-9a55-71ce-bff5-ad9aa39c268b/tags.json","false","","","","rule_versions/019e0488-9a55-71ce-bff5-ad9aa39c268b/dsl.json","","data-steward-user","retail-admin@jaccloud.nl","dq-admin@jaccloud.nl"
"019e0488-9a55-7e88-9d30-ce31c99775bb","019e0488-9a55-7c47-a8f0-67a454650dc9","1","2026-03-01T10:15:00Z","data-steward-user","created","Initial version from CSV seed","seed-rule-31","Seed version snapshot","seed_expression_31","Timeliness","true","false","","rule_versions/019e0488-9a55-7e88-9d30-ce31c99775bb/tags.json","false","validated","2026-03-07T15:00:00Z","data-steward-user","rule_versions/019e0488-9a55-7e88-9d30-ce31c99775bb/dsl.json","","data-steward-user","retail-admin@jaccloud.nl","dq-admin@jaccloud.nl"
"019e0488-9a55-798c-88e8-122cfe8b0f82","019e0488-9a55-78ba-9c10-15fd18619795","1","2026-03-01T10:16:00Z","data-steward-user","created","Initial version from CSV seed","seed-rule-32","Seed version snapshot","seed_expression_32","Completeness","true","false","","rule_versions/019e0488-9a55-798c-88e8-122cfe8b0f82/tags.json","false","validated","2026-03-07T15:10:00Z","data-steward-user","rule_versions/019e0488-9a55-798c-88e8-122cfe8b0f82/dsl.json","","data-steward-user","retail-admin@jaccloud.nl","dq-admin@jaccloud.nl"
"019e0488-9a55-73e5-99c0-c249ad488364","019e0488-9a55-78ed-96cd-3017e9f18265","1","2026-03-01T10:17:00Z","data-steward-user","created","Initial version from CSV seed","seed-rule-34","Seed version snapshot","seed_expression_34","Uniqueness","false","false","","rule_versions/019e0488-9a55-73e5-99c0-c249ad488364/tags.json","false","","","","rule_versions/019e0488-9a55-73e5-99c0-c249ad488364/dsl.json","","data-steward-user","retail-admin@jaccloud.nl","dq-admin@jaccloud.nl"
"019e0488-9a55-756e-ba45-507504db6904","019e0488-9a55-7fb4-a050-9197a1b11713","1","2026-03-01T10:18:00Z","data-steward-user","created","Initial version from CSV seed","seed-rule-35","Seed version snapshot","seed_expression_35","Consistency","true","false","","rule_versions/019e0488-9a55-756e-ba45-507504db6904/tags.json","false","validated","2026-03-05T10:18:00Z","data-steward-user","rule_versions/019e0488-9a55-756e-ba45-507504db6904/dsl.json","","data-steward-user","retail-admin@jaccloud.nl","dq-admin@jaccloud.nl"
"019e0488-9a55-7233-9c96-9f1b3c06fe81","019e0488-9a55-7149-8e7f-04abd00f718f","1","2026-04-20T09:00:00Z","data-steward-user","created","Initial version from CSV seed","transaction-fee-quantile-95","95th percentile of transaction fee must stay under 50000","P95(fee_amount) <= 50000","Validity","true","false","","rule_versions/019e0488-9a55-7233-9c96-9f1b3c06fe81/tags.json","false","validated","2026-04-20T09:00:00Z","data-steward-user","rule_versions/019e0488-9a55-7233-9c96-9f1b3c06fe81/dsl.json","","data-steward-user","retail-admin@jaccloud.nl","dq-admin@jaccloud.nl"
"019e0488-9a56-7caa-b001-000000000009","019e0488-9a56-7caa-b001-000000000008","1","2026-05-19T09:10:00Z","data-steward-user","created","Initial version from CSV seed","customer-filtered-row-count","At least one customer in the seeded violation segment should be present","COUNT(*) FILTER (WHERE customer_segment = '__seeded_violation__') >= 1","Validity","true","false","","rule_versions/019e0488-9a56-7caa-b001-000000000009/tags.json","false","validated","2026-05-19T09:10:00Z","data-steward-user","rule_versions/019e0488-9a56-7caa-b001-000000000009/dsl.json","","data-steward-user","retail-admin@jaccloud.nl","dq-admin@jaccloud.nl"
"019e0488-9a56-7caa-b001-000000000021","019e0488-9a56-7caa-b001-000000000020","1","2026-06-28T09:00:00Z","data-steward-user","created","Initial version from CSV seed","transaction-row-count-five","Transaction feed must contain exactly five rows","COUNT(*) BETWEEN 5 AND 5","Validity","true","false","","rule_versions/019e0488-9a56-7caa-b001-000000000021/tags.json","false","validated","2026-06-28T09:00:00Z","data-steward-user","rule_versions/019e0488-9a56-7caa-b001-000000000021/dsl.json","","data-steward-user","retail-admin@jaccloud.nl","dq-admin@jaccloud.nl"
"019e0488-9a56-7caa-b001-000000000023","019e0488-9a56-7caa-b001-000000000022","1","2026-06-28T09:01:00Z","data-steward-user","created","Initial version from CSV seed","transaction-total-amount-sum","Transaction total_amount must sum to 515","SUM(total_amount) BETWEEN 515 AND 515","Validity","true","false","","rule_versions/019e0488-9a56-7caa-b001-000000000023/tags.json","false","validated","2026-06-28T09:01:00Z","data-steward-user","rule_versions/019e0488-9a56-7caa-b001-000000000023/dsl.json","","data-steward-user","retail-admin@jaccloud.nl","dq-admin@jaccloud.nl"
"019e0488-9a56-7caa-b001-000000000025","019e0488-9a56-7caa-b001-000000000024","1","2026-06-28T09:02:00Z","data-steward-user","created","Initial version from CSV seed","transaction-total-amount-min","Transaction total_amount must have a minimum of 20","MIN(total_amount) BETWEEN 20 AND 20","Validity","true","false","","rule_versions/019e0488-9a56-7caa-b001-000000000025/tags.json","false","validated","2026-06-28T09:02:00Z","data-steward-user","rule_versions/019e0488-9a56-7caa-b001-000000000025/dsl.json","","data-steward-user","retail-admin@jaccloud.nl","dq-admin@jaccloud.nl"
"019e0488-9a56-7caa-b001-000000000027","019e0488-9a56-7caa-b001-000000000026","1","2026-06-28T09:03:00Z","data-steward-user","created","Initial version from CSV seed","transaction-total-amount-max","Transaction total_amount must have a maximum of 250","MAX(total_amount) BETWEEN 250 AND 250","Validity","true","false","","rule_versions/019e0488-9a56-7caa-b001-000000000027/tags.json","false","validated","2026-06-28T09:03:00Z","data-steward-user","rule_versions/019e0488-9a56-7caa-b001-000000000027/dsl.json","","data-steward-user","retail-admin@jaccloud.nl","dq-admin@jaccloud.nl"
