"id","name","type","nullable","format","is_cde","data_object_id","version_id","is_primary_key","is_business_key"
"019e0488-9a53-7fd4-9ca2-014d3d0f6e48","amount","decimal","false","","true","019e0488-9a53-785b-990e-2f4738a0f9eb","019e0488-9a53-7f7a-ab20-e34001592518","false","false"
"019e0488-9a53-722e-80ff-f4c5efb49f76","currency","string","false","","false","019e0488-9a53-785b-990e-2f4738a0f9eb","019e0488-9a53-7f7a-ab20-e34001592518","false","false"
"019e0488-9a53-7336-9820-399b867a18c3","payment_method","string","false","","false","019e0488-9a53-785b-990e-2f4738a0f9eb","019e0488-9a53-7f7a-ab20-e34001592518","false","false"
"019e0488-9a53-70d5-a1d4-4b3286c7654f","status","string","false","","false","019e0488-9a53-785b-990e-2f4738a0f9eb","019e0488-9a53-7f7a-ab20-e34001592518","false","false"
"019e0488-9a53-7bc6-8a29-497d06c8782a","timestamp","timestamp","false","","false","019e0488-9a53-785b-990e-2f4738a0f9eb","019e0488-9a53-7f7a-ab20-e34001592518","false","false"
"019e0488-9a53-7ac4-becc-875bc375cf10","fee_amount","decimal","true","","false","019e0488-9a53-785b-990e-2f4738a0f9eb","019e0488-9a53-76be-ab52-240e4250f6a4","false","false"
"019e0488-9a53-7fe8-a4eb-7d834c3170b4","settlement_date","date","true","","false","019e0488-9a53-785b-990e-2f4738a0f9eb","019e0488-9a53-76be-ab52-240e4250f6a4","false","false"
"019e0488-9a53-7faf-8f8f-43206f062680","gateway_reference","string","true","","false","019e0488-9a53-785b-990e-2f4738a0f9eb","019e0488-9a53-76be-ab52-240e4250f6a4","false","false"
"019e0488-9a53-7711-8987-66c38a6394b9","product_id","string","false","uuid","false","019e0488-9a53-7dd4-91fb-42cbc0ac809a","019e0488-9a53-75b6-aaff-83ed9d6f7f4b","true","false"
"019e0488-9a53-7ce0-a5ad-5e05cfa5f1c7","sku","string","false","","true","019e0488-9a53-7dd4-91fb-42cbc0ac809a","019e0488-9a53-75b6-aaff-83ed9d6f7f4b","false","false"
"019e0488-9a53-7348-916f-7c7a57f09292","name","string","false","","false","019e0488-9a53-7dd4-91fb-42cbc0ac809a","019e0488-9a53-75b6-aaff-83ed9d6f7f4b","false","false"
"019e0488-9a53-7e99-82a5-3344b43eead4","description","string","true","","false","019e0488-9a53-7dd4-91fb-42cbc0ac809a","019e0488-9a53-75b6-aaff-83ed9d6f7f4b","false","false"
"019e0488-9a53-701e-8695-91be83e587fc","price","decimal","false","","true","019e0488-9a53-7dd4-91fb-42cbc0ac809a","019e0488-9a53-75b6-aaff-83ed9d6f7f4b","false","false"
"019e0488-9a53-7e9a-ac53-9cd1e754467d","currency","string","false","","false","019e0488-9a53-7dd4-91fb-42cbc0ac809a","019e0488-9a53-75b6-aaff-83ed9d6f7f4b","false","false"
"019e0488-9a53-754c-84d2-7fa97b4ab832","category_id","string","true","","false","019e0488-9a53-7dd4-91fb-42cbc0ac809a","019e0488-9a53-7154-a09b-cdc371ca11d6","false","false"
"019e0488-9a53-76b2-8e63-e759eb5bd335","is_active","boolean","false","","false","019e0488-9a53-7dd4-91fb-42cbc0ac809a","019e0488-9a53-7154-a09b-cdc371ca11d6","false","false"
"019e0488-9a53-712e-8cce-499944c96883","stock_quantity","number","true","","false","019e0488-9a53-7dd4-91fb-42cbc0ac809a","019e0488-9a53-7154-a09b-cdc371ca11d6","false","false"
"019e0488-9a53-7669-8836-34cf2a04f850","inventory_id","string","false","uuid","false","019e0488-9a53-7c5b-be3e-ae7933c031cf","019e0488-9a53-7f29-af9c-00ceda87d180","true","false"
"019e0488-9a53-7f70-ac3b-185923ae25cd","product_id","string","false","uuid","false","019e0488-9a53-7c5b-be3e-ae7933c031cf","019e0488-9a53-7f29-af9c-00ceda87d180","false","false"
"019e0488-9a53-7d1c-bb26-ae091212113b","warehouse_id","string","false","","false","019e0488-9a53-7c5b-be3e-ae7933c031cf","019e0488-9a53-7f29-af9c-00ceda87d180","false","false"
"019e0488-9a53-7f61-9e81-0b82f9507f48","quantity_on_hand","number","false","","false","019e0488-9a53-7c5b-be3e-ae7933c031cf","019e0488-9a53-7f29-af9c-00ceda87d180","false","false"
"019e0488-9a53-71fc-a1bf-23972db3d7b4","reorder_level","number","false","","false","019e0488-9a53-7c5b-be3e-ae7933c031cf","019e0488-9a53-7f29-af9c-00ceda87d180","false","false"
"019e0488-9a53-7ff2-8ac6-7ed238482a2c","last_stock_check","timestamp","true","","false","019e0488-9a53-7c5b-be3e-ae7933c031cf","019e0488-9a53-7f29-af9c-00ceda87d180","false","false"
"019e0488-9a53-7b0d-ba7f-a0efc403aa6f","date_id","number","false","","false","019e0488-9a53-75f7-86df-5d2d65f06b39","019e0488-9a53-742a-b846-c5671ba06141","true","false"
"019e0488-9a53-78de-b3d2-f64609d10143","date","date","false","","false","019e0488-9a53-75f7-86df-5d2d65f06b39","019e0488-9a53-742a-b846-c5671ba06141","false","false"
"019e0488-9a53-739c-bdc1-07bb9fda62b8","year","number","false","","false","019e0488-9a53-75f7-86df-5d2d65f06b39","019e0488-9a53-742a-b846-c5671ba06141","false","false"
"019e0488-9a53-7a40-afaf-925d75c099be","month","number","false","","false","019e0488-9a53-75f7-86df-5d2d65f06b39","019e0488-9a53-742a-b846-c5671ba06141","false","false"
"019e0488-9a53-75ab-ac9c-a7847b49dc80","day_of_month","number","false","","false","019e0488-9a53-75f7-86df-5d2d65f06b39","019e0488-9a53-742a-b846-c5671ba06141","false","false"
"019e0488-9a53-75d3-b069-09f0e5373aa5","quarter","number","false","","false","019e0488-9a53-75f7-86df-5d2d65f06b39","019e0488-9a53-742a-b846-c5671ba06141","false","false"
"019e0488-9a53-7ae3-a091-911b07d8ad22","week_of_year","number","false","","false","019e0488-9a53-75f7-86df-5d2d65f06b39","019e0488-9a53-742a-b846-c5671ba06141","false","false"
"019e0488-9a53-7249-b168-653ae04c7689","sales_id","string","false","uuid","false","019e0488-9a53-7a0c-89c2-98286166c79e","019e0488-9a53-7c53-af6d-dc1b3a108d85","true","false"
"019e0488-9a53-73af-bf86-0781665c6b4b","date_id","number","false","","false","019e0488-9a53-7a0c-89c2-98286166c79e","019e0488-9a53-7c53-af6d-dc1b3a108d85","false","false"
"019e0488-9a53-7a42-accf-28baac051b42","customer_id","string","false","","false","019e0488-9a53-7a0c-89c2-98286166c79e","019e0488-9a53-7c53-af6d-dc1b3a108d85","false","false"
"019e0488-9a53-7b5b-9d82-72b71a4d0b84","product_id","string","false","","false","019e0488-9a53-7a0c-89c2-98286166c79e","019e0488-9a53-7c53-af6d-dc1b3a108d85","false","false"
"019e0488-9a53-7ea2-b7fb-f6b784a216f2","quantity","number","false","","false","019e0488-9a53-7a0c-89c2-98286166c79e","019e0488-9a53-7c53-af6d-dc1b3a108d85","false","false"
"019e0488-9a53-7ac5-9baa-23a9c36cb22b","unit_price","decimal","false","","false","019e0488-9a53-7a0c-89c2-98286166c79e","019e0488-9a53-7c53-af6d-dc1b3a108d85","false","false"
"019e0488-9a53-717c-a902-dcf9e6727c9c","total_amount","decimal","false","","false","019e0488-9a53-7a0c-89c2-98286166c79e","019e0488-9a53-7c53-af6d-dc1b3a108d85","false","false"
"019e0488-9a53-7dd8-bb5f-edc2e22a2526","discount_percent","decimal","true","","false","019e0488-9a53-7a0c-89c2-98286166c79e","019e0488-9a53-79fd-a431-c423148a46dd","false","false"
"019e0488-9a53-7dfc-aa05-4423d0a3fef3","tax_amount","decimal","true","","false","019e0488-9a53-7a0c-89c2-98286166c79e","019e0488-9a53-79fd-a431-c423148a46dd","false","false"
"019e0488-9a53-70f5-8bde-6dd2ea4e50a4","region","string","true","","false","019e0488-9a53-7a0c-89c2-98286166c79e","019e0488-9a53-79fd-a431-c423148a46dd","false","false"
"019e0488-9a53-72f1-bbc9-e382943721af","event_id","string","false","uuid","false","019e0488-9a53-70a5-832e-12595a66faf5","019e0488-9a53-7d56-b002-29882bf5fed0","true","false"
"019e0488-9a53-7349-8432-e988600f75fa","user_id","string","false","","false","019e0488-9a53-70a5-832e-12595a66faf5","019e0488-9a53-7d56-b002-29882bf5fed0","false","false"
"019e0488-9a53-79dc-8e8f-91938b7d973e","page_url","string","false","","false","019e0488-9a53-70a5-832e-12595a66faf5","019e0488-9a53-7d56-b002-29882bf5fed0","false","false"
"019e0488-9a53-7551-89b1-5c2a1e67aa09","timestamp","timestamp","false","","false","019e0488-9a53-70a5-832e-12595a66faf5","019e0488-9a53-7d56-b002-29882bf5fed0","false","false"
"019e0488-9a53-7df0-bbf4-28d48dc9b2e6","session_id","string","false","","false","019e0488-9a53-70a5-832e-12595a66faf5","019e0488-9a53-7d56-b002-29882bf5fed0","false","false"
"019e0488-9a53-7247-9b9e-8d051310e2a4","page_title","string","true","","false","019e0488-9a53-70a5-832e-12595a66faf5","019e0488-9a53-7a80-a59e-edec85e33294","false","false"
"019e0488-9a53-735e-9927-f2d42f53fac1","referrer_url","string","true","","false","019e0488-9a53-70a5-832e-12595a66faf5","019e0488-9a53-7a80-a59e-edec85e33294","false","false"
"019e0488-9a53-7350-8495-bf52651ea599","device_type","string","true","","false","019e0488-9a53-70a5-832e-12595a66faf5","019e0488-9a53-7a80-a59e-edec85e33294","false","false"
"019e0488-9a53-725f-825c-98b781d3e00a","browser","string","true","","false","019e0488-9a53-70a5-832e-12595a66faf5","019e0488-9a53-7a80-a59e-edec85e33294","false","false"
"019e0488-9a53-743d-a1df-2819e08eb12f","event_id","string","false","uuid","false","019e0488-9a53-7080-85b2-6e6464c0d325","019e0488-9a53-7040-934c-8af1cd134d48","true","false"
"019e0488-9a53-7312-ac8c-6f18f6aff992","session_id","string","false","","false","019e0488-9a53-7080-85b2-6e6464c0d325","019e0488-9a53-7040-934c-8af1cd134d48","false","false"
"019e0488-9a53-7df9-bff1-32e60301afdd","user_id","string","false","","false","019e0488-9a53-7080-85b2-6e6464c0d325","019e0488-9a53-7040-934c-8af1cd134d48","false","false"
"019e0488-9a53-7702-ade8-415ed9c98b37","element_id","string","false","","false","019e0488-9a53-7080-85b2-6e6464c0d325","019e0488-9a53-7040-934c-8af1cd134d48","false","false"
"019e0488-9a53-7429-9c59-9090b681824d","element_text","string","true","","false","019e0488-9a53-7080-85b2-6e6464c0d325","019e0488-9a53-7040-934c-8af1cd134d48","false","false"
"019e0488-9a53-7671-ae24-57ea982e12ca","timestamp","timestamp","false","","false","019e0488-9a53-7080-85b2-6e6464c0d325","019e0488-9a53-7040-934c-8af1cd134d48","false","false"
"019e0488-9a53-7e12-b569-1fb496c2d1ca","country_id","string","false","uuid","false","019e0488-9a53-723a-be81-ed49cd179a05","019e0488-9a53-7eb7-92e7-b89dc6c5d7c8","true","false"
"019e0488-9a53-7247-a618-fc383ef67a67","iso_code","string","false","","false","019e0488-9a53-723a-be81-ed49cd179a05","019e0488-9a53-7eb7-92e7-b89dc6c5d7c8","false","false"
"019e0488-9a53-7088-842a-d8cf3abe0cae","iso_numeric","number","false","","false","019e0488-9a53-723a-be81-ed49cd179a05","019e0488-9a53-7eb7-92e7-b89dc6c5d7c8","false","false"
"019e0488-9a53-7eab-b5b7-c189de14815f","country_name","string","false","","false","019e0488-9a53-723a-be81-ed49cd179a05","019e0488-9a53-7eb7-92e7-b89dc6c5d7c8","false","false"
"019e0488-9a53-746a-85c3-d07a0f1d5851","region","string","true","","false","019e0488-9a53-723a-be81-ed49cd179a05","019e0488-9a53-7eb7-92e7-b89dc6c5d7c8","false","false"
"019e0488-9a53-7083-bc55-a86edee81aef","currency_code","string","true","","false","019e0488-9a53-723a-be81-ed49cd179a05","019e0488-9a53-7eb7-92e7-b89dc6c5d7c8","false","false"
"019e0488-9a53-74e1-843d-cddfdd82961b","currency_code","string","false","","false","019e0488-9a53-7b21-ba16-3b362baa4815","019e0488-9a53-74f6-8239-53533b102e70","true","false"
"019e0488-9a53-7561-844c-42d8bba67d8a","currency_name","string","false","","false","019e0488-9a53-7b21-ba16-3b362baa4815","019e0488-9a53-74f6-8239-53533b102e70","false","false"
"019e0488-9a53-72ed-ad5e-cc99b9544308","symbol","string","true","","false","019e0488-9a53-7b21-ba16-3b362baa4815","019e0488-9a53-74f6-8239-53533b102e70","false","false"
"019e0488-9a53-785d-91dd-6dd64ed77d69","decimal_places","number","false","","false","019e0488-9a53-7b21-ba16-3b362baa4815","019e0488-9a53-74f6-8239-53533b102e70","false","false"
"019e0488-9a53-7fcb-8db8-06fcfc99a57d","is_active","boolean","false","","false","019e0488-9a53-7b21-ba16-3b362baa4815","019e0488-9a53-74f6-8239-53533b102e70","false","false"
"019e0488-9a53-7024-a950-739afa490ea6","ticket_id","string","false","uuid","false","019e0488-9a53-7875-ab29-a6f5e2662452","019e0488-9a53-7dac-a94a-64225515bb48","true","false"
"019e0488-9a53-7070-8ec2-dedb457f0ddd","customer_id","string","false","uuid","false","019e0488-9a53-7875-ab29-a6f5e2662452","019e0488-9a53-7dac-a94a-64225515bb48","false","false"
"019e0488-9a53-7a9b-acdc-39785b97c12c","subject","string","false","","false","019e0488-9a53-7875-ab29-a6f5e2662452","019e0488-9a53-7dac-a94a-64225515bb48","false","false"
"019e0488-9a53-7bb7-9af6-44ce512ba1b9","description","string","true","","false","019e0488-9a53-7875-ab29-a6f5e2662452","019e0488-9a53-7dac-a94a-64225515bb48","false","false"
"019e0488-9a53-7a04-aa9b-a5de40644655","priority","string","false","","false","019e0488-9a53-7875-ab29-a6f5e2662452","019e0488-9a53-7dac-a94a-64225515bb48","false","false"
"019e0488-9a53-70fb-939a-b8962c272d34","status","string","false","","false","019e0488-9a53-7875-ab29-a6f5e2662452","019e0488-9a53-7dac-a94a-64225515bb48","false","false"
"019e0488-9a53-7248-bf30-daa16f17688e","created_at","timestamp","false","","false","019e0488-9a53-7875-ab29-a6f5e2662452","019e0488-9a53-7dac-a94a-64225515bb48","false","false"
"019e0488-9a53-788c-bf68-ef3c752933ca","resolved_at","timestamp","true","","false","019e0488-9a53-7875-ab29-a6f5e2662452","019e0488-9a53-7dac-a94a-64225515bb48","false","false"
"019e0488-9a53-7ab8-bbcf-253ce923cfa1","agent_id","string","false","uuid","false","019e0488-9a53-7990-85fb-950fb8d525a8","019e0488-9a53-746e-98c5-8399d132ff65","true","false"
"019e0488-9a53-78e7-95ef-3ea3d2df127d","agent_name","string","false","","false","019e0488-9a53-7990-85fb-950fb8d525a8","019e0488-9a53-746e-98c5-8399d132ff65","false","false"
"019e0488-9a53-7cb1-8bcd-6caf00b53998","email","string","false","email","false","019e0488-9a53-7990-85fb-950fb8d525a8","019e0488-9a53-746e-98c5-8399d132ff65","false","false"
"019e0488-9a53-7f8f-b7ef-5d35ebda57d1","department","string","false","","false","019e0488-9a53-7990-85fb-950fb8d525a8","019e0488-9a53-746e-98c5-8399d132ff65","false","false"
"019e0488-9a53-7616-ad94-de49d862e64a","is_available","boolean","false","","false","019e0488-9a53-7990-85fb-950fb8d525a8","019e0488-9a53-746e-98c5-8399d132ff65","false","false"
"019e0488-9a53-77f2-a784-962579801f74","assigned_tickets","number","false","","false","019e0488-9a53-7990-85fb-950fb8d525a8","019e0488-9a53-746e-98c5-8399d132ff65","false","false"
"019e0488-9a53-7ab8-b52f-f3045ba4a358","campaign_id","string","false","uuid","false","019e0488-9a53-75c0-8f05-efaf34cfd592","019e0488-9a53-7d56-bb46-0c8c98d2b7d2","true","false"
"019e0488-9a53-7396-aa15-78daab2a165e","campaign_name","string","false","","false","019e0488-9a53-75c0-8f05-efaf34cfd592","019e0488-9a53-7d56-bb46-0c8c98d2b7d2","false","false"
"019e0488-9a53-7e12-9832-d42ae7970495","campaign_type","string","false","","false","019e0488-9a53-75c0-8f05-efaf34cfd592","019e0488-9a53-7d56-bb46-0c8c98d2b7d2","false","false"
"019e0488-9a53-7d71-9e7d-f4eb3c22de34","target_audience","string","true","","false","019e0488-9a53-75c0-8f05-efaf34cfd592","019e0488-9a53-7d56-bb46-0c8c98d2b7d2","false","false"
"019e0488-9a53-7528-a95c-8b417dd581f3","start_date","date","false","","false","019e0488-9a53-75c0-8f05-efaf34cfd592","019e0488-9a53-7d56-bb46-0c8c98d2b7d2","false","false"
"019e0488-9a53-760f-a5e5-85ff4850cf0c","end_date","date","true","","false","019e0488-9a53-75c0-8f05-efaf34cfd592","019e0488-9a53-7d56-bb46-0c8c98d2b7d2","false","false"
"019e0488-9a53-7f42-a4bf-416631413568","budget_amount","decimal","false","","false","019e0488-9a53-75c0-8f05-efaf34cfd592","019e0488-9a53-7d56-bb46-0c8c98d2b7d2","false","false"
"019e0488-9a53-7c91-985b-53dcdc13124f","record_id","string","false","uuid","false","019e0488-9a53-7d9c-a5bf-8c653380ed37","019e0488-9a53-736e-97d2-d2b0d1991737","true","false"
"019e0488-9a53-717a-850e-cc6368b0e1c7","record_type","string","false","","false","019e0488-9a53-7d9c-a5bf-8c653380ed37","019e0488-9a53-736e-97d2-d2b0d1991737","false","false"
"019e0488-9a53-767b-ad07-e0dfc0c9d620","entity_id","string","false","","false","019e0488-9a53-7d9c-a5bf-8c653380ed37","019e0488-9a53-736e-97d2-d2b0d1991737","false","false"
"019e0488-9a53-72cf-bcf6-8f6bb9d4cd31","regulation","string","false","","false","019e0488-9a53-7d9c-a5bf-8c653380ed37","019e0488-9a53-736e-97d2-d2b0d1991737","false","false"
"019e0488-9a53-7191-908a-bd4c4bed048a","compliance_status","string","false","","false","019e0488-9a53-7d9c-a5bf-8c653380ed37","019e0488-9a53-736e-97d2-d2b0d1991737","false","false"
"019e0488-9a53-7f6e-bf61-a6e9528c3cb9","reviewed_by","string","true","","false","019e0488-9a53-7d9c-a5bf-8c653380ed37","019e0488-9a53-736e-97d2-d2b0d1991737","false","false"
"019e0488-9a53-7fd7-8021-6c6fe2af2bcc","review_date","date","true","","false","019e0488-9a53-7d9c-a5bf-8c653380ed37","019e0488-9a53-736e-97d2-d2b0d1991737","false","false"
"019e0488-9a53-7578-9056-63b470020846","last_audit","timestamp","true","","false","019e0488-9a53-7d9c-a5bf-8c653380ed37","019e0488-9a53-736e-97d2-d2b0d1991737","false","false"
"019e0488-9a53-76e9-b9cf-7a99fd4c1485","contact_id","string","false","uuid","false","019e0488-9a53-7203-b971-1ca3f76a4c1f","019e0488-9a53-7825-811b-761e3e99314c","true","false"
"019e0488-9a53-7d31-9800-cf108184b871","preferred_contact","string","true","","false","019e0488-9a53-7203-b971-1ca3f76a4c1f","019e0488-9a53-7825-811b-761e3e99314c","false","false"
"019e0488-9a53-7cad-91bc-3c052b20d129","last_contacted","timestamp","true","","false","019e0488-9a53-7203-b971-1ca3f76a4c1f","019e0488-9a53-7825-811b-761e3e99314c","false","false"
"019e0488-9a53-7ed7-946a-23e623c27611","contact_frequency","string","true","","false","019e0488-9a53-7203-b971-1ca3f76a4c1f","019e0488-9a53-7825-811b-761e3e99314c","false","false"
"019e0488-9a53-7863-b7c9-233afe328f82","inventory_id","string","false","uuid","false","019e0488-9a53-7c5b-be3e-ae7933c031cf","019e0488-9a53-7dbb-acde-8d30e45fd2fb","true","false"
"019e0488-9a53-718a-b215-22d479e55269","warehouse_location","string","true","","false","019e0488-9a53-7c5b-be3e-ae7933c031cf","019e0488-9a53-7dbb-acde-8d30e45fd2fb","false","false"
"019e0488-9a53-7a91-a575-24af45a73fc1","last_restocked","timestamp","true","","false","019e0488-9a53-7c5b-be3e-ae7933c031cf","019e0488-9a53-7dbb-acde-8d30e45fd2fb","false","false"
"019e0488-9a53-7207-82d1-6f6351b6ff50","restock_status","string","true","","false","019e0488-9a53-7c5b-be3e-ae7933c031cf","019e0488-9a53-7dbb-acde-8d30e45fd2fb","false","false"
"019e0488-9a53-7f46-8298-b03e8f3d01ba","fiscal_year","number","false","","false","019e0488-9a53-75f7-86df-5d2d65f06b39","019e0488-9a53-7610-9b56-fef2778ca70b","false","false"
"019e0488-9a53-7920-8235-33d4071d7334","day_of_week","string","false","","false","019e0488-9a53-75f7-86df-5d2d65f06b39","019e0488-9a53-7610-9b56-fef2778ca70b","false","false"
"019e0488-9a53-7722-9612-2594747dc79b","is_holiday","boolean","false","","false","019e0488-9a53-75f7-86df-5d2d65f06b39","019e0488-9a53-7610-9b56-fef2778ca70b","false","false"
"019e0488-9a53-7b27-9a45-c499405ab7e1","continent","string","true","","false","019e0488-9a53-723a-be81-ed49cd179a05","019e0488-9a53-7800-abc1-c7302f83e6ef","false","false"
"019e0488-9a53-71fc-8654-debf46b92c88","region_code","string","true","","false","019e0488-9a53-723a-be81-ed49cd179a05","019e0488-9a53-7800-abc1-c7302f83e6ef","false","false"
"019e0488-9a53-7324-874f-8e9deaa7f260","decimal_places","number","false","","false","019e0488-9a53-7b21-ba16-3b362baa4815","019e0488-9a53-7b7a-8b7e-db30bbce0048","false","false"
